age,education,gender,univ,prog_year,agreeableness,conscientiousness,performance
49,5,2,NA,2,6.0,4.4,5.0
62,3,1,NA,1,5.4,2.8,5.8
59,3,2,NA,2,4.0,5.0,5.2
51,5,2,NA,2,3.6,3.6,1.75
44,5,1,NA,1,5.4,5.2,5.6
65,5,2,NA,2,4.8,4.6,3.0
50,5,1,NA,1,5.8,4.8,5.4
41,4,2,NA,2,2.8,5.4,2.4
34,NA,2,NA,2,4.8,3.2,4.4
45,3,2,NA,2,5.2,5.2,5.4
68,2,2,NA,2,5.4,3.4,5.0
60,3,2,NA,2,4.4,2.0,3.4
64,4,1,NA,1,4.4,4.2,3.8
56,4,2,NA,2,4.6,4.6,4.0
48,2,2,NA,2,2.4,2.4,2.8
59,3,1,NA,1,5.4,4.8,4.4
55,4,2,NA,2,5.0,3.6,3.4
53,3,1,NA,1,5.2,5.8,5.4
41,3,2,NA,2,5.0,4.2,4.0
39,3,1,NA,1,4.6,5.8,4.6
65,4,1,NA,1,4.0,3.8,4.0
69,4,2,NA,2,4.4,4.4,2.8
43,4,2,NA,2,4.4,5.0,4.0
47,3,2,NA,2,4.8,4.2,5.0
72,5,2,NA,2,5.8,4.6,5.8
60,5,2,NA,2,4.2,3.4,3.2
49,5,1,NA,1,5.6,4.8,4.8
69,3,2,NA,2,4.4,6.0,4.4
50,2,2,NA,2,4.0,2.4,3.2
45,3,2,NA,2,4.8,4.6,4.6
65,5,2,NA,2,5.6,5.8,4.2
47,3,2,NA,2,6.0,4.4,6.0
49,3,2,NA,2,5.4,4.8,2.8
46,5,1,NA,1,5.2,5.0,5.8
52,4,1,NA,1,5.4,4.2,5.6
49,5,1,NA,1,2.6,6.0,2.6
72,3,2,NA,2,5.0,6.0,3.75
74,5,1,NA,1,5.2,4.0,2.8
40,3,2,NA,2,5.2,4.8,5.4
36,1,2,NA,2,6.0,4.0,4.0
56,4,1,NA,1,5.2,2.4,3.2
42,3,2,NA,2,3.4,2.4,1.4
55,2,2,NA,2,5.2,5.6,4.4
44,4,2,NA,2,5.6,2.4,5.6
58,5,1,NA,1,5.2,5.8,5.2
40,3,2,NA,2,5.8,4.2,4.6
53,3,2,NA,2,5.2,5.6,5.0
46,3,2,NA,2,6.0,5.4,6.0
39,3,1,NA,1,5.4,3.8,5.2
41,3,1,NA,1,5.2,4.4,4.2
48,3,2,NA,2,6.0,5.6,5.0
39,2,2,NA,2,4.8,4.8,5.25
56,3,2,NA,2,5.4,3.6,5.2
71,3,1,NA,1,3.8,4.0,2.2
44,4,1,NA,1,5.4,3.0,4.0
54,4,2,NA,2,4.0,3.4,4.2
63,3,2,NA,2,5.6,4.8,5.0
40,NA,2,NA,2,5.4,3.4,2.25
64,5,2,NA,2,4.2,3.2,3.2
40,3,1,NA,1,5.4,2.0,2.8
38,3,2,NA,2,3.8,4.25,4.2
65,5,2,NA,2,5.6,5.2,4.0
47,2,2,NA,2,5.0,4.2,5.6
54,3,2,NA,2,4.4,3.5,4.25
34,NA,2,NA,2,2.4,2.4,1.2
50,3,2,NA,2,5.6,4.2,5.0
73,1,2,NA,2,5.6,4.2,4.0
55,5,2,NA,2,2.4,5.4,3.8
45,3,2,NA,2,5.6,5.4,4.0
41,3,1,NA,1,6.0,4.0,5.2
35,NA,2,NA,2,3.8,5.2,2.8
82,3,2,NA,2,5.4,4.4,5.2
64,3,2,NA,2,4.2,2.8,5.8
69,3,2,NA,2,4.8,4.8,4.2
48,4,2,NA,2,5.5,5.2,5.4
49,3,2,NA,2,4.8,4.8,3.6
41,3,2,NA,2,5.6,5.0,5.0
43,3,2,NA,2,5.2,5.0,5.8
57,5,2,NA,2,4.2,3.6,3.0
58,3,1,NA,1,4.0,5.0,5.0
42,5,2,NA,2,5.666666666666667,4.2,3.8
46,3,2,NA,2,2.8,4.6,5.4
49,3,1,NA,1,4.8,4.4,4.4
66,2,2,NA,2,4.0,5.4,4.2
70,5,2,NA,2,5.4,2.2,5.4
44,3,2,NA,2,4.6,4.8,3.2
65,3,2,NA,2,5.4,4.2,4.8
52,3,2,NA,2,5.0,5.6,4.8
39,3,1,NA,1,4.6,4.6,4.4
35,NA,1,NA,1,6.0,3.6,5.75
41,3,1,NA,1,5.6,4.8,5.4
58,3,2,NA,2,5.8,5.4,4.0
40,3,2,NA,2,5.0,5.8,5.0
48,2,2,NA,2,4.0,5.0,2.8
45,2,1,NA,1,3.4,3.0,1.6
67,3,2,NA,2,6.0,4.0,5.0
67,3,2,NA,2,6.0,4.0,4.8
75,3,2,NA,2,2.8,5.0,4.2
75,3,2,NA,2,2.8,4.8,4.2
51,3,2,NA,2,4.8,4.2,4.2
44,1,2,NA,2,5.2,4.6,4.0
71,1,1,NA,1,4.6,5.25,3.2
63,4,2,NA,2,5.6,5.4,6.0
50,3,2,NA,2,3.2,4.0,1.8
58,3,1,NA,1,5.0,6.0,6.0
44,3,1,NA,1,4.0,3.2,4.6
69,4,2,NA,2,4.8,3.8,3.0
36,NA,1,NA,1,3.2,1.8,3.8
43,5,1,NA,1,4.8,4.8,4.4
64,3,2,NA,2,5.0,4.6,2.75
70,3,2,NA,2,5.6,5.4,5.0
45,4,1,NA,1,5.4,3.8,5.2
60,3,2,NA,2,2.6,5.4,5.6
45,3,2,NA,2,6.0,6.0,6.0
41,4,1,NA,1,2.6,3.8,3.6
43,3,2,NA,2,5.2,4.8,4.6
42,4,1,NA,1,4.0,3.8,3.2
39,3,1,NA,1,3.2,3.8,3.0
52,1,2,NA,2,4.6,3.8,3.8
68,5,2,NA,2,5.5,3.2,6.0
60,5,2,NA,2,3.0,4.4,3.6
48,5,2,NA,2,5.8,5.8,3.6
53,3,2,NA,2,5.6,5.2,4.2
43,3,2,NA,2,5.2,4.0,4.4
42,4,1,NA,1,4.4,2.6,3.0
60,3,2,NA,2,3.6,5.4,2.6
55,3,1,NA,1,4.0,4.6,3.0
67,NA,2,NA,2,5.0,4.8,4.4
64,1,2,NA,2,4.8,4.8,5.6
40,3,2,NA,2,2.8,3.4,3.4
43,5,1,NA,1,5.8,4.8,4.6
41,3,2,NA,2,4.8,4.0,3.6
72,3,1,NA,1,5.8,4.6,5.4
41,3,2,NA,2,4.8,4.6,4.6
42,3,2,NA,2,5.6,6.0,5.6
44,4,2,NA,2,4.2,4.6,3.2
44,3,1,NA,1,5.0,4.2,4.0
40,3,1,NA,1,3.2,3.8,3.6
44,4,2,NA,2,4.8,4.4,3.4
48,3,2,NA,2,5.6,5.8,5.6
54,3,2,NA,2,4.25,3.2,4.5
42,4,1,NA,1,4.8,5.0,5.2
53,3,2,NA,2,6.0,5.0,5.2
70,3,2,NA,2,5.2,3.2,4.2
40,3,2,NA,2,6.0,6.0,5.4
41,4,2,NA,2,6.0,4.2,4.8
44,5,1,NA,1,5.8,4.6,5.8
43,5,1,NA,1,4.2,4.4,4.6
42,3,2,NA,2,5.5,4.6,3.0
60,4,2,NA,2,4.4,3.4,3.8
48,5,2,NA,2,5.6,3.8,4.2
50,2,2,NA,2,4.0,3.2,5.4
59,1,1,NA,1,5.2,5.6,5.8
56,3,1,NA,1,4.6,4.8,4.0
47,3,1,NA,1,4.4,5.0,5.6
66,3,2,NA,2,5.0,5.4,5.0
77,3,2,NA,2,4.6,5.2,6.0
50,3,1,NA,1,4.0,4.0,3.8
58,3,1,NA,1,5.0,5.2,5.4
61,3,2,NA,2,5.4,4.4,4.2
47,3,2,NA,2,5.6,4.0,6.0
49,3,2,NA,2,6.0,3.8,5.2
71,3,2,NA,2,5.6,3.6,4.8
60,3,2,NA,2,5.4,5.0,5.2
69,2,2,NA,2,5.6,5.8,4.6
45,5,1,NA,1,3.6,3.4,4.2
53,3,2,NA,2,5.8,4.4,4.0
56,3,1,NA,1,5.4,5.8,5.0
61,3,2,NA,2,4.6,4.4,2.2
71,5,2,NA,2,5.0,4.25,5.0
55,3,2,NA,2,4.6,3.8,3.0
45,2,2,NA,2,4.8,5.2,6.0
43,2,2,NA,2,5.2,4.4,5.2
49,3,2,NA,2,3.8,2.5,3.0
52,3,2,NA,2,5.0,3.6,5.0
46,3,1,NA,1,3.6,4.6,3.6
46,3,2,NA,2,5.0,5.8,4.4
47,3,2,NA,2,5.2,3.4,4.8
44,4,2,NA,2,5.0,4.4,3.6
63,3,2,NA,2,5.6,3.8,4.0
61,3,2,NA,2,5.8,5.0,4.8
51,3,2,NA,2,5.0,4.6,3.6
59,3,1,NA,1,4.2,5.0,5.0
60,3,2,NA,2,5.6,3.8,3.4
46,3,2,NA,2,4.8,5.4,3.2
60,3,2,NA,2,3.8,4.0,5.0
46,2,2,NA,2,5.2,5.0,4.2
38,1,2,NA,2,5.6,3.8,4.6
43,3,2,NA,2,4.6,3.8,4.2
47,3,2,NA,2,4.6,5.8,6.0
73,3,2,NA,2,5.6,5.2,4.0
41,3,2,NA,2,4.4,4.0,1.6
50,3,2,NA,2,5.4,4.8,5.6
51,2,1,NA,1,5.2,4.8,3.8
46,3,1,NA,1,4.8,4.2,5.8
41,3,2,NA,2,4.4,3.2,4.0
62,1,1,NA,1,5.666666666666667,4.4,3.8
47,3,2,NA,2,5.2,3.4,3.6
47,3,1,NA,1,4.4,5.2,4.8
54,3,2,NA,2,5.6,5.8,5.8
54,3,2,NA,2,5.4,3.8,4.6
42,3,2,NA,2,4.6,4.2,4.2
47,3,1,NA,1,5.6,4.8,5.6
53,2,2,NA,2,6.0,3.2,4.8
43,5,2,NA,2,5.4,3.8,5.2
47,3,2,NA,2,5.75,5.25,4.0
43,3,2,NA,2,4.0,5.4,1.8
55,3,2,NA,2,4.4,5.2,3.8
48,2,2,NA,2,4.6,3.75,3.6
48,2,2,NA,2,4.6,3.8,3.6
49,3,2,NA,2,6.0,4.0,4.6
48,4,2,NA,2,4.0,4.0,3.8
48,4,2,NA,2,4.0,4.0,3.8
73,4,2,NA,2,5.8,5.8,3.8
67,3,2,NA,2,4.2,4.2,5.0
51,3,2,NA,2,5.4,4.8,4.4
42,1,2,NA,2,5.6,4.8,5.0
65,4,1,NA,1,4.6,3.4,2.8
49,3,2,NA,2,4.2,2.6,4.75
68,3,2,NA,2,6.0,5.6,6.0
59,4,1,NA,1,4.8,2.4,3.4
53,3,2,NA,2,5.2,5.8,6.0
48,3,1,NA,1,4.8,5.2,5.6
40,3,2,NA,2,5.4,4.6,3.0
54,2,2,NA,2,5.4,4.5,5.2
45,4,2,NA,2,5.6,3.0,2.8
61,3,2,NA,2,5.8,4.8,4.2
46,5,2,NA,2,4.6,3.8,3.75
56,3,2,NA,2,4.8,4.5,3.4
54,3,2,NA,2,5.2,5.0,4.8
39,3,1,NA,1,2.0,3.0,3.0
51,5,2,NA,2,5.8,4.6,5.0
49,5,2,NA,2,5.4,5.6,3.2
55,3,1,NA,1,3.6,4.8,2.2
40,5,2,NA,2,5.0,4.6,3.6
55,3,1,NA,1,3.4,5.6,3.0
40,5,1,NA,1,5.4,3.8,4.2
43,2,2,NA,2,5.0,4.0,2.4
48,3,2,NA,2,5.2,3.6,4.4
48,5,1,NA,1,4.6,5.0,4.8
67,2,1,NA,1,3.8,3.0,1.6
40,5,2,NA,2,4.4,6.0,2.0
36,3,2,NA,2,3.6,3.6,2.4
45,3,2,NA,2,5.8,5.0,5.4
47,3,2,NA,2,4.4,4.6,5.2
70,3,2,NA,2,5.8,5.6,5.0
58,3,1,NA,1,5.2,5.4,5.8
56,3,2,NA,2,5.6,5.8,5.0
75,4,1,NA,1,4.6,5.6,6.0
39,3,2,NA,2,5.6,5.4,4.6
61,2,2,NA,2,5.4,5.0,5.2
49,1,2,NA,2,3.4,5.2,4.5
46,3,2,NA,2,4.4,5.2,3.6
60,3,2,NA,2,5.0,4.4,4.4
60,3,1,NA,1,3.8,2.4,6.0
72,2,2,NA,2,4.8,4.8,4.6
55,3,1,NA,1,4.4,3.4,4.8
42,3,2,NA,2,5.75,5.0,5.8
53,5,2,NA,2,4.8,5.2,6.0
66,1,1,NA,1,4.0,4.6,2.6
36,NA,2,NA,2,4.6,4.6,4.4
51,5,2,NA,2,4.4,5.4,4.0
50,3,2,NA,2,5.4,3.0,5.0
57,3,2,NA,2,6.0,5.0,4.8
68,4,2,NA,2,4.4,3.6,2.6
50,3,2,NA,2,6.0,5.8,5.2
37,1,2,NA,2,4.2,4.8,4.0
51,3,2,NA,2,4.0,3.2,5.2
40,3,2,NA,2,5.0,5.2,5.2
52,3,2,NA,2,6.0,4.0,3.0
38,3,2,NA,2,5.4,5.2,3.8
47,3,2,NA,2,4.8,4.4,3.8
43,3,1,NA,1,5.6,4.8,1.4
56,3,2,NA,2,4.4,4.2,3.4
41,5,1,NA,1,2.6,4.2,3.8
39,3,2,NA,2,6.0,5.2,5.4
54,1,2,NA,2,5.2,4.25,4.2
70,5,2,NA,2,6.0,5.8,5.6
40,3,1,NA,1,2.6,3.2,4.0
55,2,2,NA,2,4.6,3.2,4.0
41,3,1,NA,1,4.6,4.0,3.4
37,NA,2,NA,2,5.4,5.2,3.8
40,3,2,NA,2,3.0,5.4,3.0
62,2,2,NA,2,5.8,5.8,4.8
44,5,2,NA,2,6.0,4.8,5.6
72,5,2,NA,2,4.2,2.0,3.2
78,2,1,NA,1,6.0,4.25,4.2
32,NA,2,NA,2,6.0,6.0,6.0
52,5,2,NA,2,5.4,5.4,4.2
70,5,2,NA,2,5.2,4.0,4.6
37,NA,2,NA,2,4.4,3.0,3.8
55,5,2,NA,2,5.4,3.6,6.0
48,3,1,NA,1,6.0,3.0,4.8
45,3,2,NA,2,5.8,5.0,5.6
51,5,1,NA,1,4.4,2.0,4.6
42,3,1,NA,1,5.4,6.0,5.0
53,5,1,NA,1,4.2,5.4,4.8
53,4,2,NA,2,4.4,3.4,3.8
78,3,1,NA,1,3.6,4.4,1.6
46,5,1,NA,1,2.6,2.6,3.6
46,1,2,NA,2,5.8,5.6,4.0
50,3,2,NA,2,4.6,4.6,3.8
46,2,2,NA,2,5.4,4.2,4.0
44,5,2,NA,2,5.8,5.4,4.0
71,3,1,NA,1,4.8,2.8,5.6
38,3,2,NA,2,5.2,4.6,3.8
54,4,2,NA,2,5.4,5.2,5.2
40,3,2,NA,2,5.4,5.2,4.4
50,5,2,NA,2,5.6,5.4,4.8
41,1,1,NA,1,5.2,4.4,6.0
41,1,1,NA,1,4.4,4.4,5.8
43,5,1,NA,1,4.0,4.0,3.2
43,5,1,NA,1,4.2,3.8,4.0
41,3,2,NA,2,3.8,6.0,5.4
40,3,2,NA,2,5.8,4.2,4.0
43,2,2,NA,2,4.8,4.8,3.8
57,5,1,NA,1,5.0,3.2,4.6
51,3,2,NA,2,5.4,4.0,5.0
48,3,2,NA,2,4.8,4.6,5.4
42,3,2,NA,2,5.0,5.0,5.0
38,3,2,NA,2,4.2,5.2,2.8
73,2,2,NA,2,5.0,4.4,3.2
41,3,2,NA,2,5.6,5.4,5.0
45,3,2,NA,2,5.4,5.25,5.2
56,3,2,NA,2,5.4,4.8,3.6
45,3,2,NA,2,6.0,4.8,3.6
38,1,2,NA,2,4.0,2.0,2.6
58,4,1,NA,1,2.8,4.6,2.8
81,NA,2,NA,2,5.4,4.2,2.4
68,2,1,NA,1,5.2,3.4,4.2
40,3,2,NA,2,6.0,5.6,3.8
49,5,1,NA,1,4.2,2.8,3.6
39,3,2,NA,2,5.0,5.0,4.8
40,3,2,NA,2,4.6,4.6,4.2
41,3,2,NA,2,3.4,4.8,4.6
39,3,2,NA,2,5.6,4.0,4.6
51,3,1,NA,1,4.8,4.6,3.8
46,5,1,NA,1,4.4,4.8,3.2
54,3,1,NA,1,5.0,6.0,4.2
39,3,2,NA,2,4.8,4.8,2.8
39,3,2,NA,2,5.8,5.0,5.2
40,3,2,NA,2,5.8,4.8,4.2
54,2,1,NA,1,4.8,3.6,3.6
40,3,2,NA,2,5.4,4.0,4.6
48,2,2,NA,2,5.6,4.6,4.2
47,2,1,NA,1,4.8,3.4,3.2
56,5,1,NA,1,3.4,4.0,3.0
39,1,2,NA,2,3.0,4.0,3.0
46,4,1,NA,1,4.6,4.8,4.2
62,2,2,NA,2,3.0,4.6,1.6
52,5,1,NA,1,5.0,5.0,4.75
51,3,2,NA,2,6.0,4.4,5.2
40,3,1,NA,1,5.0,3.6,4.6
39,3,1,NA,1,4.8,4.8,2.8
39,3,2,NA,2,5.6,4.4,3.6
44,4,1,NA,1,4.0,4.0,2.8
39,3,2,NA,2,4.4,3.6,1.8
42,3,2,NA,2,5.2,2.6,3.2
60,5,2,NA,2,4.4,3.4,4.4
44,3,2,NA,2,4.8,4.8,3.8
40,3,2,NA,2,5.4,4.8,4.0
51,4,2,NA,2,4.4,4.0,2.8
38,3,2,NA,2,5.8,5.6,4.4
46,3,2,NA,2,5.25,5.5,5.0
45,3,2,NA,2,5.4,5.0,4.2
39,3,2,NA,2,5.0,5.2,4.8
40,3,2,NA,2,4.6,5.2,1.8
40,3,2,NA,2,5.8,5.4,5.2
40,3,2,NA,2,4.6,4.8,3.8
54,3,2,NA,2,5.8,5.0,5.4
36,1,2,NA,2,5.2,3.2,5.4
40,3,2,NA,2,5.0,5.0,5.0
44,4,2,NA,2,4.6,2.2,3.2
40,3,2,NA,2,4.8,3.8,3.0
39,3,2,NA,2,5.8,4.4,4.6
40,3,1,NA,1,4.0,4.4,4.6
47,3,2,NA,2,5.4,5.8,2.4
41,3,2,NA,2,3.8,4.8,4.4
48,5,1,NA,1,4.2,3.6,3.8
63,4,2,NA,2,5.8,5.0,5.8
39,3,1,NA,1,5.4,3.8,4.4
64,4,2,NA,2,4.0,3.4,4.0
34,NA,1,NA,1,5.6,3.2,3.2
38,3,2,NA,2,5.8,3.4,4.0
76,4,2,NA,2,5.0,4.0,3.8
40,2,2,NA,2,4.8,4.0,4.6
39,3,2,NA,2,5.6,4.4,5.2
71,5,1,NA,1,4.0,3.4,2.8
45,3,2,NA,2,5.2,5.4,4.2
40,3,2,NA,2,5.0,3.8,3.6
39,3,2,NA,2,5.2,5.6,5.4
37,NA,2,NA,2,3.4,4.6,3.0
40,3,2,NA,2,5.4,4.6,3.4
44,4,2,NA,2,5.2,4.2,3.4
40,3,2,NA,2,4.4,3.4,4.6
78,5,1,NA,1,5.4,4.2,4.6
54,3,2,NA,2,5.0,4.8,3.0
40,3,2,NA,2,5.0,4.2,4.8
48,3,1,NA,1,3.2,5.4,3.0
45,5,2,NA,2,5.6,1.8,5.0
50,3,2,NA,2,4.4,4.4,3.8
69,3,2,NA,2,5.8,2.8,5.2
46,5,2,NA,2,5.6,5.0,3.6
46,3,2,NA,2,4.6,4.6,4.0
68,3,2,NA,2,6.0,5.8,2.0
37,NA,1,NA,1,4.2,3.6,2.6
42,3,2,NA,2,5.6,3.8,5.4
65,5,2,NA,2,6.0,2.6,5.0
37,3,2,NA,2,5.0,3.25,4.4
37,3,2,NA,2,5.0,3.6,4.4
37,3,2,NA,2,5.0,3.8,4.4
37,3,2,NA,2,5.0,4.2,4.4
42,2,1,NA,1,5.2,4.2,4.0
50,2,1,NA,1,4.6,4.0,4.2
39,3,1,NA,1,2.4,3.0,1.8
54,4,2,NA,2,3.8,5.0,4.6
72,2,1,NA,1,4.0,4.0,4.4
39,3,2,NA,2,4.2,5.2,4.4
51,3,2,NA,2,5.0,5.0,4.75
41,3,1,NA,1,4.6,3.8,4.0
42,3,1,NA,1,4.8,4.2,4.8
41,3,2,NA,2,3.4,4.6,2.2
39,3,2,NA,2,3.6,3.0,2.0
50,5,2,NA,2,5.2,4.6,3.6
52,4,2,NA,2,5.4,2.8,5.8
45,3,2,NA,2,4.8,5.6,4.6
38,3,2,NA,2,5.4,5.8,5.0
53,5,2,NA,2,4.8,5.4,5.8
50,4,1,NA,1,3.4,3.2,2.4
67,4,2,NA,2,4.0,2.8,1.5
47,4,2,NA,2,4.8,4.8,5.6
59,3,2,NA,2,4.2,3.0,3.8
41,3,2,NA,2,5.2,4.8,4.0
40,3,2,NA,2,4.4,4.75,4.2
40,3,2,NA,2,4.6,5.0,3.6
51,4,2,NA,2,5.6,5.4,3.6
38,3,1,NA,1,4.4,5.0,4.8
49,3,2,NA,2,6.0,5.2,5.0
36,NA,2,NA,2,5.6,4.2,3.6
40,2,2,NA,2,5.0,4.2,5.2
41,3,2,NA,2,5.4,2.2,3.8
40,3,2,NA,2,5.4,3.6,3.8
53,4,2,NA,2,3.8,4.6,3.8
39,3,2,NA,2,4.8,4.4,5.4
40,3,2,NA,2,3.0,5.0,4.8
71,5,2,NA,2,4.4,4.8,4.6
50,3,2,NA,2,5.8,4.2,5.0
40,3,1,NA,1,4.4,4.0,3.4
42,1,1,NA,1,5.2,3.2,2.2
38,1,1,NA,1,5.0,3.6,3.0
54,2,1,NA,1,5.8,3.8,5.6
43,1,1,NA,1,4.8,3.6,4.8
43,3,2,NA,2,5.0,4.8,3.8
49,2,1,NA,1,4.2,4.4,3.4
41,3,2,NA,2,5.2,5.2,3.4
44,4,2,NA,2,5.6,5.0,4.6
70,3,2,NA,2,6.0,3.8,5.0
44,3,2,NA,2,4.6,5.4,4.8
62,3,2,NA,2,5.8,5.25,3.4
45,1,2,NA,2,3.0,4.0,3.2
46,2,2,NA,2,4.0,4.0,3.8
39,3,2,NA,2,5.2,3.8,3.8
59,3,2,NA,2,5.0,3.4,3.6
38,1,2,NA,2,4.2,4.0,5.0
62,5,2,NA,2,6.0,5.0,5.4
60,5,2,NA,2,5.0,4.4,2.4
40,1,2,NA,2,4.2,4.4,3.4
77,3,2,NA,2,5.4,3.6,4.0
39,3,1,NA,1,2.8,4.8,2.8
46,3,2,NA,2,3.6,6.0,2.0
42,3,2,NA,2,5.4,5.2,3.8
39,3,2,NA,2,5.6,4.8,4.4
49,2,2,NA,2,3.8,4.6,4.4
41,3,1,NA,1,4.4,4.6,5.6
38,3,1,NA,1,3.4,5.8,3.2
83,3,2,NA,2,6.0,4.8,5.8
45,4,2,NA,2,5.4,4.8,3.2
45,4,2,NA,2,5.4,6.0,5.8
43,3,1,NA,1,5.25,5.0,5.4
37,NA,2,NA,2,4.4,3.0,1.8
68,4,2,NA,2,4.6,5.0,3.4
40,3,1,NA,1,4.6,3.6,5.2
39,3,2,NA,2,4.8,4.6,5.4
57,3,2,NA,2,4.2,4.2,4.0
40,3,2,NA,2,5.2,4.8,4.6
40,3,1,NA,1,4.4,4.2,5.0
53,3,2,NA,2,5.0,5.8,5.2
40,3,2,NA,2,3.8,4.2,4.4
38,3,1,NA,1,4.0,4.6,4.2
38,1,2,NA,2,5.0,4.0,2.6
40,3,2,NA,2,5.0,3.8,4.0
56,4,2,NA,2,4.2,4.0,3.75
43,3,2,NA,2,6.0,5.4,4.4
45,3,1,NA,1,3.6,4.2,3.4
37,NA,1,NA,1,2.5,4.5,4.5
68,3,2,NA,2,5.6,4.2,5.6
64,1,2,NA,2,5.2,4.4,4.0
66,1,2,NA,2,4.4,4.4,4.0
39,3,1,NA,1,4.8,5.2,1.8
43,3,2,NA,2,5.2,5.4,4.4
43,3,1,NA,1,2.0,5.8,1.0
40,2,1,NA,1,4.25,4.0,2.5
76,4,1,NA,1,6.0,5.0,5.0
48,5,2,NA,2,3.4,4.2,5.0
37,1,2,NA,2,4.2,3.4,5.6
42,4,1,NA,1,3.2,2.0,2.6
45,5,2,NA,2,4.0,5.2,4.8
64,4,2,NA,2,5.0,5.0,5.6
56,3,1,NA,1,3.8,3.6,4.2
56,4,1,NA,1,4.2,4.6,3.2
46,3,1,NA,1,3.2,2.8,3.8
47,3,2,NA,2,5.0,4.4,6.0
47,4,1,NA,1,5.4,3.6,4.2
44,3,2,NA,2,4.4,4.2,3.2
53,5,2,NA,2,3.6,4.0,1.2
39,3,2,NA,2,4.8,3.8,3.2
65,3,2,NA,2,5.8,5.2,4.2
43,3,1,NA,1,4.75,4.4,3.2
42,3,2,NA,2,4.0,4.0,3.6
55,4,1,NA,1,5.4,5.2,3.6
40,3,2,NA,2,5.8,5.6,5.4
62,3,1,NA,1,3.8,4.0,3.0
54,4,2,NA,2,5.8,5.0,4.6
44,1,2,NA,2,4.4,3.2,5.0
49,3,1,NA,1,4.2,5.0,3.8
41,3,2,NA,2,5.4,4.6,4.4
47,5,2,NA,2,3.8,4.2,2.8
42,2,2,NA,2,3.4,3.0,3.4
48,4,2,NA,2,4.6,4.6,3.2
61,5,1,NA,1,4.8,4.0,5.0
68,5,2,NA,2,5.0,4.8,4.6
51,3,1,NA,1,3.8,5.6,3.4
72,4,1,NA,1,5.2,3.8,3.2
61,1,2,NA,2,6.0,6.0,2.0
42,4,2,NA,2,4.4,2.4,5.4
68,4,1,NA,1,3.8,3.6,4.4
50,4,2,NA,2,5.2,4.2,5.4
59,5,1,NA,1,3.4,2.4,2.6
57,3,1,NA,1,4.0,4.2,4.0
36,NA,2,NA,2,2.0,4.4,3.4
37,2,2,NA,2,4.6,4.6,3.6
57,4,2,NA,2,5.0,4.4,2.8
81,5,2,NA,2,6.0,4.6,5.0
34,1,2,NA,2,5.8,4.2,3.2
40,3,1,NA,1,5.4,4.4,4.4
52,4,1,NA,1,3.4,4.4,4.6
42,4,2,NA,2,4.2,3.8,4.6
40,3,1,NA,1,3.8,4.0,2.8
53,5,2,NA,2,5.8,5.4,5.8
43,3,2,NA,2,3.4,4.2,5.4
41,3,1,NA,1,5.4,5.6,5.8
63,3,1,NA,1,4.8,3.8,3.4
67,1,2,NA,2,4.8,4.6,2.6
59,3,2,NA,2,4.2,4.0,3.8
46,3,2,NA,2,5.2,5.4,4.2
43,3,1,NA,1,5.0,5.2,4.2
43,4,2,NA,2,4.8,4.4,4.8
41,5,2,NA,2,4.8,4.666666666666667,5.2
67,5,2,NA,2,5.2,6.0,5.2
38,3,2,NA,2,5.25,3.6,3.6
40,2,1,NA,1,4.2,3.6,4.6
40,3,2,NA,2,4.0,4.2,4.8
64,3,2,NA,2,5.4,4.8,5.4
40,3,2,NA,2,3.2,5.2,4.8
49,3,2,NA,2,5.0,3.8,5.0
40,3,2,NA,2,5.2,4.4,3.8
74,5,2,NA,2,5.6,4.8,4.6
54,3,2,NA,2,4.0,3.6,4.4
48,3,1,NA,1,3.2,3.2,4.6
37,2,2,NA,2,5.0,5.0,6.0
40,1,2,NA,2,5.4,4.6,5.4
37,NA,2,NA,2,3.4,5.6,2.2
44,4,2,NA,2,5.8,4.8,5.0
40,3,1,NA,1,5.2,4.2,6.0
40,1,2,NA,2,4.4,2.6,3.6
39,3,2,NA,2,4.2,5.2,5.2
54,4,2,NA,2,6.0,3.4,3.6
64,5,2,NA,2,4.2,4.4,3.8
52,5,2,NA,2,2.8,4.2,4.4
58,5,2,NA,2,3.6,4.4,3.6
46,5,1,NA,1,3.2,2.4,3.0
57,5,2,NA,2,4.8,3.6,4.25
50,3,2,NA,2,5.4,5.2,5.0
59,2,2,NA,2,6.0,3.4,4.0
45,5,2,NA,2,5.2,4.8,3.6
39,3,2,NA,2,5.4,6.0,6.0
36,NA,2,NA,2,4.6,4.6,2.6
49,4,2,NA,2,4.2,4.8,6.0
40,3,2,NA,2,5.6,2.75,5.0
43,5,1,NA,1,4.0,4.8,3.2
39,3,2,NA,2,4.6,4.0,4.2
59,4,2,NA,2,4.2,4.0,4.2
56,2,1,NA,1,6.0,5.0,6.0
66,4,2,NA,2,5.6,3.6,3.6
40,3,1,NA,1,4.6,4.4,5.4
41,3,1,NA,1,4.8,4.6,3.0
40,3,2,NA,2,5.0,4.2,3.0
38,3,2,NA,2,5.6,5.0,4.6
67,5,2,NA,2,4.6,6.0,2.6
39,3,2,NA,2,3.6,5.8,4.8
58,3,2,NA,2,6.0,5.4,4.6
48,3,2,NA,2,5.0,4.2,4.0
43,2,2,NA,2,4.25,4.75,4.2
40,3,2,NA,2,4.0,3.6,3.6
55,5,2,NA,2,4.2,4.4,2.4
